mean,std,50%,chb,channel
0.9242647058823531,0.024456857156141872,0.9264705882352942,15,0
0.9669117647058825,0.02426998253912563,0.9705882352941176,15,1
0.9963235294117647,0.006533259681166436,1.0,15,2
0.9941176470588233,0.0073915395580887175,1.0,15,3
0.9294117647058824,0.0315044954919881,0.9264705882352942,15,4
0.9860294117647058,0.013889900608651945,0.9852941176470589,15,5
0.988970588235294,0.009392152553801535,0.9852941176470589,15,6
0.9955882352941176,0.0069141521467886114,1.0,15,7
0.8727941176470588,0.03971161522654208,0.875,15,8
0.8588235294117647,0.03453782050661176,0.8529411764705882,15,9
0.9963235294117647,0.006533259681166436,1.0,15,10
0.9860294117647059,0.012140852168851413,0.9852941176470589,15,11
0.9463235294117647,0.0262525419154142,0.9558823529411765,15,12
0.9661764705882353,0.02191646530501749,0.9558823529411765,15,13
0.8808823529411762,0.027779801217303907,0.8823529411764706,15,14
0.9948529411764705,0.007196477719552811,1.0,15,15
0.9529411764705882,0.02217461867426623,0.9558823529411765,15,16
0.8705882352941178,0.03077343316356454,0.875,15,17
