mean,std,50%,chb,channel
0.8683333333333334,0.04254340748538878,0.8833333333333333,22,0
0.9383333333333332,0.02300521171564981,0.9416666666666667,22,1
0.9700000000000001,0.022031343966246463,0.9666666666666667,22,2
0.9716666666666667,0.022360679774997887,0.9833333333333333,22,3
0.8800000000000001,0.036514837167011066,0.8833333333333333,22,4
0.9441666666666666,0.02771777144362746,0.9416666666666667,22,5
0.9166666666666666,0.03973597071195132,0.9333333333333333,22,6
0.9466666666666665,0.03315743061032267,0.95,22,7
0.7883333333333333,0.05017513188472078,0.7833333333333333,22,8
0.9175000000000001,0.034824119489882496,0.9166666666666666,22,9
0.8858333333333333,0.0419812684489737,0.8916666666666666,22,10
0.9458333333333332,0.031472163510368835,0.95,22,11
0.8033333333333333,0.05118479306332764,0.8083333333333333,22,12
0.8516666666666666,0.04982425253178292,0.85,22,13
0.9133333333333333,0.030396983537633048,0.925,22,14
0.9458333333333334,0.033278463611634425,0.9333333333333333,22,15
0.9833333333333334,0.015294382258037456,0.9833333333333333,22,16
0.8958333333333334,0.0378033539153798,0.9,22,17
