mean,std,50%,chb,channel
0.8757142857142858,0.04199636831518739,0.8857142857142857,19,0
0.875,0.03761841311606019,0.8714285714285714,19,1
0.885,0.03972921231906088,0.8857142857142857,19,2
0.8578571428571429,0.04576008044579921,0.8571428571428571,19,3
0.8950000000000001,0.03538191203493842,0.8928571428571428,19,4
0.8400000000000001,0.04056528599057714,0.8285714285714286,19,5
0.8142857142857143,0.04040610178208842,0.8285714285714286,19,6
0.8192857142857143,0.04229582281127169,0.8285714285714286,19,7
0.8971428571428571,0.0441168256699931,0.8857142857142857,19,8
0.9178571428571429,0.02963255097584746,0.9214285714285715,19,9
0.8828571428571429,0.03838859479749573,0.8714285714285714,19,10
0.8685714285714287,0.03637730433493789,0.8714285714285714,19,11
0.9321428571428569,0.03401996002222918,0.9357142857142857,19,12
0.9057142857142857,0.04155929595840791,0.9142857142857143,19,13
0.8949999999999999,0.033188910186966014,0.8857142857142857,19,14
0.8971428571428571,0.03264231831871311,0.9142857142857143,19,15
0.865,0.03604359456151876,0.8714285714285714,19,16
0.9114285714285714,0.02842065480884802,0.9142857142857143,19,17
