mean,std,50%,chb,channel
0.8939393939393941,0.025750538488898113,0.8939393939393939,05,0
0.9196969696969696,0.016900634128836505,0.9181818181818182,05,1
0.906060606060606,0.017532256566075013,0.9090909090909091,05,2
0.8987878787878788,0.019074320024678394,0.8939393939393939,05,3
0.8775757575757577,0.025682882600158434,0.8818181818181818,05,4
0.8821212121212121,0.025898386103844758,0.8909090909090909,05,5
0.9042424242424243,0.02476314750708184,0.9,05,6
0.9127272727272728,0.02139587757959001,0.9151515151515152,05,7
0.874848484848485,0.023122036728529635,0.8787878787878788,05,8
0.8715151515151517,0.020301721017556847,0.8666666666666667,05,9
0.934242424242424,0.013230720122361499,0.9333333333333333,05,10
0.9515151515151515,0.019064182197746627,0.9545454545454546,05,11
0.8566666666666667,0.02402413684863269,0.8575757575757575,05,12
0.9227272727272726,0.017014636326012432,0.9151515151515152,05,13
0.956969696969697,0.014962133829966614,0.9575757575757575,05,14
0.9593939393939394,0.009032240246916304,0.9606060606060606,05,15
0.8721212121212121,0.026300222547647256,0.8727272727272727,05,16
0.8951515151515151,0.023439659152555022,0.896969696969697,05,17
