mean,std,50%,chb,channel
0.8058823529411765,0.04309971159206156,0.803921568627451,02,0
0.8872549019607844,0.03591642632671794,0.9019607843137255,02,1
0.942156862745098,0.032108877081801185,0.9411764705882353,02,2
0.9333333333333333,0.03077343316356454,0.9313725490196079,02,3
0.819607843137255,0.04200599398931748,0.8235294117647058,02,4
0.7509803921568626,0.054017645899429534,0.7647058823529411,02,5
0.8833333333333334,0.04194573575432224,0.8823529411764706,02,6
0.9147058823529411,0.0464333214384732,0.9215686274509803,02,7
0.7843137254901962,0.06487609347988321,0.7843137254901961,02,8
0.8127450980392158,0.047807511816897005,0.8137254901960784,02,9
0.7784313725490197,0.05093273949760343,0.7843137254901961,02,10
0.7392156862745098,0.06971713392867435,0.7549019607843137,02,11
0.6823529411764705,0.06598939655212789,0.6862745098039216,02,12
0.8637254901960786,0.03625288731627408,0.8627450980392157,02,13
0.9676470588235293,0.022288393760167287,0.9803921568627451,02,14
0.8941176470588236,0.03507557611764376,0.9019607843137255,02,15
0.722549019607843,0.057351728352836674,0.7254901960784313,02,16
0.8176470588235295,0.04890595700285232,0.8235294117647058,02,17
