mean,std,50%,chb,channel
0.8731250000000002,0.024086945033620022,0.8708333333333333,11,0
0.9579166666666664,0.010374916331657283,0.9583333333333334,11,1
0.9385416666666666,0.014105582964210788,0.9395833333333333,11,2
0.9499999999999998,0.011470786693528095,0.95,11,3
0.8702083333333335,0.02029006577135343,0.86875,11,4
0.977916666666667,0.006906328143163526,0.9791666666666666,11,5
0.9660416666666662,0.009585240084910756,0.9666666666666667,11,6
0.9568749999999998,0.008685013475195515,0.9583333333333334,11,7
0.6558333333333334,0.0249780605486481,0.6541666666666667,11,8
0.9049999999999999,0.015972381133203886,0.9083333333333333,11,9
0.7616666666666667,0.028696078343228397,0.7520833333333333,11,10
0.8708333333333332,0.01627837154376811,0.8708333333333333,11,11
0.6195833333333333,0.029372705833021515,0.6291666666666667,11,12
0.715625,0.025141231191967373,0.7166666666666667,11,13
0.7810416666666666,0.023781527243045098,0.7791666666666667,11,14
0.8347916666666666,0.009489433181453108,0.8333333333333334,11,15
0.9733333333333336,0.011342617456312008,0.975,11,16
0.931875,0.013195213889537503,0.9354166666666667,11,17
