,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
01,0.8896153846153846,0.9196153846153846,0.911153846153846,0.9361538461538459,0.8865384615384615,0.9342307692307692,0.8984615384615384,0.9134615384615384,0.902307692307692,0.9507692307692306,0.9457692307692308,0.9226923076923076,0.8784615384615385,0.9303846153846154,0.925,0.9223076923076924,0.9123076923076924,0.9130769230769232
02,0.8058823529411765,0.8872549019607844,0.942156862745098,0.9333333333333332,0.819607843137255,0.7509803921568626,0.8833333333333334,0.9147058823529411,0.7843137254901962,0.8127450980392158,0.7784313725490197,0.7392156862745098,0.6823529411764705,0.8637254901960786,0.9676470588235292,0.8941176470588236,0.722549019607843,0.8176470588235295
03,0.8762711864406779,0.9105932203389829,0.9572033898305085,0.9665254237288134,0.9296610169491524,0.9491525423728812,0.9368644067796612,0.9398305084745764,0.875,0.9271186440677968,0.8796610169491526,0.9546610169491526,0.8177966101694916,0.8584745762711865,0.9046610169491524,0.9550847457627121,0.9605932203389832,0.9614406779661016
04,0.8272321428571429,0.8352678571428573,0.946875,0.9459821428571432,0.8647321428571428,0.9071428571428573,0.8790178571428573,0.9406250000000002,0.8151785714285713,0.8598214285714286,0.9486607142857142,0.9553571428571428,0.8125,0.8763392857142855,0.8959821428571427,0.9267857142857142,0.8901785714285714,0.8901785714285715
05,0.8939393939393941,0.9196969696969696,0.9060606060606059,0.8987878787878788,0.8775757575757577,0.8821212121212121,0.9042424242424244,0.9127272727272728,0.874848484848485,0.8715151515151517,0.9342424242424241,0.9515151515151516,0.8566666666666667,0.9227272727272726,0.956969696969697,0.9593939393939394,0.8721212121212121,0.8951515151515151
06,0.6817073170731707,0.8463414634146342,0.7182926829268292,0.6402439024390244,0.6939024390243902,0.7182926829268291,0.7158536585365854,0.6048780487804878,0.8573170731707318,0.7536585365853659,0.7585365853658537,0.6597560975609756,0.7865853658536587,0.7512195121951221,0.6487804878048781,0.6939024390243903,0.6292682926829268,0.7353658536585367
07,0.815625,0.9057291666666668,0.8911458333333335,0.8744791666666666,0.8395833333333333,0.9291666666666668,0.9338541666666668,0.9390625,0.8026041666666668,0.9130208333333334,0.9713541666666666,0.9249999999999998,0.8203125,0.93125,0.9671875,0.9270833333333331,0.9479166666666664,0.9322916666666666
08,0.7637362637362639,0.8315018315018315,0.8435897435897438,0.8620879120879122,0.7895604395604398,0.8322344322344323,0.8639194139194141,0.8882783882783883,0.8521978021978024,0.8873626373626374,0.866849816849817,0.8802197802197803,0.7483516483516486,0.8450549450549449,0.8983516483516484,0.8483516483516483,0.8690476190476192,0.9021978021978022
09,0.9271604938271606,0.9611111111111109,0.9765432098765432,0.9660493827160492,0.9475308641975309,0.9685185185185186,0.9716049382716048,0.9598765432098768,0.9808641975308644,0.9851851851851852,0.948148148148148,0.9716049382716048,0.9320987654320988,0.9598765432098764,0.9845679012345678,0.9629629629629628,0.9734567901234568,0.9765432098765432
10,0.9038167938931296,0.966412213740458,0.9793893129770992,0.9404580152671757,0.8015267175572518,0.8580152671755726,0.8961832061068702,0.9076335877862596,0.7641221374045801,0.7942748091603054,0.8839694656488548,0.8881679389312976,0.7790076335877864,0.8755725190839694,0.9118320610687022,0.9003816793893129,0.7435114503816794,0.8145038167938932
