mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,mean_test_score,std_test_score,rank_test_score
41.90579815137954,3.220962981817931,2.046756687618437,1.1380297132819939,0.0,{'svc__gamma': 0.0},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3
46.71497849055699,3.6342816780360954,2.0812856356302896,1.12773423173069,0.1,{'svc__gamma': 0.1},0.5126050420168067,0.5417582417582417,0.54625,0.52,0.39147286821705424,0.4979508196721312,0.5045871559633027,0.5,0.5024154589371981,0.5535714285714286,0.5026881720430108,0.5,0.5032679738562091,0.5555555555555556,0.5,0.5,0.5353535353535354,0.5,0.5654761904761905,0.4935897435897436,0.5147058823529411,0.5114880032553974,0.03467401774462521,2
44.06078563417707,2.551473858722264,2.0694638320377896,1.139179079619428,0.2,{'svc__gamma': 0.2},0.49789915966386555,0.5,0.5,0.52,0.46705426356589147,0.4979508196721312,0.5068807339449541,0.5,0.5,0.6071428571428571,0.5860215053763441,0.503125,0.5,0.5833333333333334,0.4956896551724138,0.5,0.5050505050505051,0.5,0.5357142857142857,0.5,0.5147058823529411,0.5152651429042631,0.033818298456500376,1
44.15863629749843,2.45464573447929,2.088890631993612,1.1702442477179875,0.30000000000000004,{'svc__gamma': 0.30000000000000004},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3
47.024866989680696,5.984819282818158,2.2022526491255987,1.0535481047443802,0.4,{'svc__gamma': 0.4},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3
57.13200498762585,8.180838371817508,2.6583239351000105,1.4858974879861848,0.5,{'svc__gamma': 0.5},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3
44.3957831405458,2.487208179732701,2.0778903393518355,1.1498324730167826,0.6000000000000001,{'svc__gamma': 0.6000000000000001},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3
47.16836342357454,4.002581127487701,2.1831871327899752,1.178341301254237,0.7000000000000001,{'svc__gamma': 0.7000000000000001},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3
49.44325149626959,4.9508006658771135,2.3705972149258567,1.4109554951405607,0.8,{'svc__gamma': 0.8},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3
47.94042210351853,4.941447946977536,2.4173240661621094,1.6774335623118137,0.9,{'svc__gamma': 0.9},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3
47.331871634437924,5.459042772313533,2.2107185068584623,1.1401395118548654,1.0,{'svc__gamma': 1.0},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3
