mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,mean_test_score,std_test_score,rank_test_score
43.40501000767662,2.442558177127218,2.0979504471733454,1.152923383469508,0.0,{'svc__gamma': 0.0},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,15
29.55095816793896,1.7961163768748887,1.2736706733703613,0.6985726907596856,0.015,{'svc__gamma': 0.015},0.6449579831932774,0.7274725274725274,0.78625,0.8763636363636363,0.5058139534883721,0.8422131147540983,0.9105504587155964,0.7962962962962963,0.9202898550724637,0.9566326530612245,0.8010752688172043,0.828125,0.8398692810457516,0.8229166666666666,0.7974137931034483,0.84375,0.9292929292929293,0.9270833333333334,0.9285714285714286,0.358974358974359,0.4264705882352941,0.7843039584027575,0.16300218009659448,1
37.46624175707499,2.286722036558215,1.617042132786342,0.8855816891108698,0.03,{'svc__gamma': 0.03},0.6292016806722689,0.6934065934065934,0.76125,0.7872727272727272,0.4476744186046512,0.7663934426229508,0.7614678899082569,0.7175925925925926,0.8381642512077294,0.9132653061224489,0.7231182795698925,0.678125,0.7124183006535948,0.7986111111111112,0.6637931034482759,0.8348214285714286,0.8737373737373737,0.8854166666666666,0.8809523809523809,0.28846153846153844,0.47058823529411764,0.7202729676607905,0.1534072054709594,2
42.72233836991446,3.0812678252384713,1.8662516048976354,1.0226141790117063,0.045,{'svc__gamma': 0.045},0.5808823529411765,0.6945054945054945,0.74375,0.7272727272727273,0.4011627906976744,0.6782786885245902,0.6720183486238532,0.625,0.7657004830917874,0.8392857142857143,0.6451612903225806,0.59375,0.5490196078431373,0.7465277777777778,0.5474137931034483,0.8125,0.8232323232323232,0.796875,0.8511904761904762,0.3269230769230769,0.5,0.6628785688255162,0.1396680699760652,3
45.54205447151547,2.8679460129557737,1.9997439270927793,1.0944672234649833,0.06,{'svc__gamma': 0.06},0.5409663865546218,0.7054945054945055,0.7075,0.66,0.34689922480620156,0.5942622950819673,0.6146788990825688,0.5625,0.6497584541062802,0.7525510204081632,0.5779569892473119,0.546875,0.5032679738562091,0.6875,0.5129310344827587,0.6205357142857143,0.7929292929292929,0.6770833333333334,0.7857142857142857,0.3717948717948718,0.5,0.6052952038656232,0.11725003616967199,4
46.03241407303583,2.63782015779182,2.058113972345988,1.1234313110022067,0.075,{'svc__gamma': 0.075},0.5189075630252101,0.6681318681318681,0.6725,0.6,0.3333333333333333,0.48975409836065575,0.5665137614678899,0.5069444444444444,0.5603864734299517,0.6709183673469388,0.5268817204301075,0.515625,0.5032679738562091,0.6180555555555556,0.4956896551724138,0.5401785714285714,0.6868686868686869,0.5520833333333334,0.7261904761904762,0.41025641025641024,0.5294117647058824,0.5567570979684733,0.09263578170283156,5
46.4283998239608,2.931994585338378,2.1118848210289363,1.176963589486064,0.09,{'svc__gamma': 0.09},0.5126050420168067,0.6021978021978022,0.6,0.54,0.34689922480620156,0.49385245901639346,0.518348623853211,0.5,0.5193236714975845,0.6020408163265306,0.510752688172043,0.50625,0.5098039215686274,0.5868055555555556,0.4956896551724138,0.5,0.6060606060606061,0.5104166666666666,0.6190476190476191,0.4807692307692308,0.5294117647058824,0.5281083498777701,0.05967403849967068,6
46.26478776477632,3.2406976398081446,2.1211571466355097,1.1659401828404332,0.105,{'svc__gamma': 0.105},0.5052521008403361,0.5230769230769231,0.53125,0.5109090909090909,0.4127906976744186,0.4979508196721312,0.5,0.5,0.5,0.5331632653061225,0.5026881720430108,0.5,0.5032679738562091,0.5416666666666666,0.5,0.5,0.5151515151515151,0.5,0.5654761904761905,0.5128205128205128,0.5147058823529411,0.5081033243260032,0.027288204101774422,7
45.79269663492838,3.5195084252191093,2.169762214024862,1.151764555249731,0.12,{'svc__gamma': 0.12},0.49789915966386555,0.5186813186813187,0.5175,0.5036363636363637,0.4689922480620155,0.5,0.5,0.5,0.5,0.5127551020408163,0.5,0.5,0.5,0.5208333333333334,0.5,0.5,0.5,0.5,0.49404761904761907,0.5,0.5,0.5016354830697777,0.010259349652376161,14
45.21047228858585,3.2827010614947514,2.119939304533459,1.1743051067051928,0.135,{'svc__gamma': 0.135},0.4989495798319328,0.5175824175824176,0.51375,0.5018181818181818,0.4883720930232558,0.5,0.5,0.5,0.5,0.5102040816326531,0.5,0.5,0.5,0.5138888888888888,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.502122154417968,0.0063255772785376675,13
44.78112087930952,2.5779943917848396,2.1265078272138322,1.1806197668015468,0.15,{'svc__gamma': 0.15},0.4989495798319328,0.5241758241758242,0.51375,0.5018181818181818,0.49224806201550386,0.5,0.5,0.5,0.5,0.5102040816326531,0.5,0.5,0.5,0.5138888888888888,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5026206961125231,0.006868943881132059,12
44.54725045249576,2.569368013764527,2.1268253326416016,1.1729986191965507,0.16499999999999998,{'svc__gamma': 0.16499999999999998},0.4989495798319328,0.5604395604395604,0.5225,0.5018181818181818,0.49224806201550386,0.5,0.5,0.5,0.5,0.5127551020408163,0.5,0.5,0.5,0.5173611111111112,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5050510284408146,0.014061129008507832,9
44.3698098773048,2.595013393823335,2.12099476087661,1.157824960444666,0.18,{'svc__gamma': 0.18},0.4989495798319328,0.4967032967032967,0.54375,0.5036363636363637,0.48643410852713176,0.5,0.5,0.5,0.5,0.5153061224489796,0.5,0.5,0.5032679738562091,0.5208333333333334,0.5,0.5,0.5,0.5,0.49404761904761907,0.5,0.5,0.5029965903516602,0.011231621417495076,11
44.70128768966312,2.831459669846851,2.1404391811007546,1.1678074231888482,0.195,{'svc__gamma': 0.195},0.4989495798319328,0.5,0.5,0.5054545454545455,0.4728682170542636,0.5,0.5,0.5,0.5,0.5459183673469388,0.5053763440860215,0.5,0.5032679738562091,0.5555555555555556,0.5,0.5,0.5,0.5,0.5297619047619048,0.5,0.5147058823529411,0.5062789700143007,0.017286919406351818,8
44.31816225960141,2.5274541644542716,2.1172111488523937,1.1706709993606659,0.21,{'svc__gamma': 0.21},0.49159663865546216,0.5,0.5,0.5,0.43023255813953487,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6614583333333334,0.5,0.5,0.5,0.5039660728632539,0.038220277225657656,10
44.354188703355334,2.449316529931624,2.1222159294855025,1.1774338518685756,0.22499999999999998,{'svc__gamma': 0.22499999999999998},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,15
44.703577756881714,2.3850782957651533,2.1422842797778903,1.1852773373801357,0.24,{'svc__gamma': 0.24},0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,15
