mean,std,50%,chb,channel
0.7708041958041958,0.019891936735002592,0.7727272727272727,12,0
0.8054195804195805,0.021799529365475964,0.798951048951049,12,1
0.9041958041958044,0.01084539220361393,0.9055944055944056,12,2
0.8923076923076924,0.014946758744938378,0.8916083916083916,12,3
0.7382867132867131,0.025423945295156406,0.7342657342657343,12,4
0.852972027972028,0.015197569748319885,0.8566433566433567,12,5
0.8650349650349648,0.020050614022390823,0.8636363636363636,12,6
0.8627622377622377,0.01993717144204518,0.8583916083916083,12,7
0.74493006993007,0.02230143799126348,0.7412587412587412,12,8
0.8907342657342655,0.011561859369781444,0.8916083916083916,12,9
0.8914335664335663,0.01637944399722674,0.8916083916083916,12,10
0.8111888111888111,0.01632139731221327,0.8076923076923077,12,11
0.765034965034965,0.021361981265781718,0.7657342657342657,12,12
0.9027972027972029,0.013594066314978772,0.9055944055944056,12,13
0.9409090909090908,0.011618763408888125,0.9405594405594405,12,14
0.8982517482517481,0.015550184788644459,0.8986013986013986,12,15
0.827097902097902,0.021952479433467873,0.8251748251748252,12,16
0.836013986013986,0.021847441286828778,0.8409090909090909,12,17
