mean,std,50%,chb,channel
0.876271186440678,0.02465381963634367,0.8771186440677966,03,0
0.910593220338983,0.023245199191323184,0.9067796610169492,03,1
0.9572033898305085,0.019339671434223455,0.9576271186440678,03,2
0.9665254237288134,0.015178471768640173,0.9661016949152542,03,3
0.9296610169491524,0.021840917061417844,0.9279661016949152,03,4
0.9491525423728813,0.020575490802267258,0.9491525423728814,03,5
0.9368644067796611,0.022417406293559577,0.9364406779661016,03,6
0.9398305084745763,0.017797672114784082,0.940677966101695,03,7
0.875,0.02663981257715538,0.8813559322033898,03,8
0.9271186440677968,0.02064884394331281,0.9322033898305084,03,9
0.8796610169491526,0.031180040455619562,0.8728813559322034,03,10
0.9546610169491526,0.01808734108006615,0.9576271186440678,03,11
0.8177966101694916,0.0375487607407154,0.8220338983050848,03,12
0.8584745762711865,0.02302052368654992,0.8601694915254238,03,13
0.9046610169491525,0.03047810461832906,0.9067796610169492,03,14
0.955084745762712,0.022522544316634068,0.9533898305084746,03,15
0.9605932203389832,0.013546771622579891,0.9576271186440678,03,16
0.9614406779661016,0.017919376062364604,0.9661016949152542,03,17
