,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
10,1.1640216588974,0.062330810150193976,0.058217859268188475,0.004144169011326373,3,100,"{'svc__C': 3, 'svc__gamma': 100}",0.7153846153846154,0.7876447876447876,0.7374517374517374,0.7644787644787645,0.7258687258687259,0.7760617760617761,0.7876447876447876,0.7297297297297297,0.7644787644787645,0.7297297297297297,0.7518473418473418,0.02580385362247193,14
11,1.1098680019378662,0.07191688153110257,0.05573904514312744,0.010188763551961666,3,1000,"{'svc__C': 3, 'svc__gamma': 1000}",0.25769230769230766,0.2471042471042471,0.2277992277992278,0.277992277992278,0.22007722007722008,0.2277992277992278,0.2471042471042471,0.22393822393822393,0.24324324324324326,0.23166023166023167,0.24044104544104544,0.01699444685461648,21
12,1.1306430578231812,0.06328110940847756,0.0528942346572876,0.0031971192035793786,3,10000,"{'svc__C': 3, 'svc__gamma': 10000}",0.19615384615384615,0.19305019305019305,0.1969111969111969,0.18532818532818532,0.1969111969111969,0.1891891891891892,0.1776061776061776,0.18532818532818532,0.2084942084942085,0.19305019305019305,0.1922022572022572,0.008021588343945342,31
13,1.1134704113006593,0.07007880678877419,0.053497838973999026,0.00426220946912895,3,100000,"{'svc__C': 3, 'svc__gamma': 100000}",0.19615384615384615,0.19305019305019305,0.1969111969111969,0.18532818532818532,0.1969111969111969,0.20463320463320464,0.1776061776061776,0.18532818532818532,0.2084942084942085,0.19305019305019305,0.19374665874665875,0.00874675316602283,26
14,0.507041072845459,0.04487510702332525,0.04101946353912354,0.0024158971901172815,4,0.001,"{'svc__C': 4, 'svc__gamma': 0.001}",0.5346153846153846,0.528957528957529,0.5096525096525096,0.5212355212355212,0.5173745173745173,0.4826254826254826,0.5444015444015444,0.555984555984556,0.5482625482625483,0.5405405405405406,0.5283650133650133,0.02053647039366396,19
15,0.31051514148712156,0.025896184782716627,0.018499064445495605,0.0010624589979383809,4,1,"{'svc__C': 4, 'svc__gamma': 1}",0.9769230769230769,0.9806949806949807,0.9806949806949807,0.9806949806949807,0.9884169884169884,0.9845559845559846,0.9884169884169884,1.0,0.9922779922779923,0.9806949806949807,0.9853370953370953,0.006631372856284579,3
16,1.0666255712509156,0.07868036572226722,0.036997628211975095,0.004457372183597913,4,10,"{'svc__C': 4, 'svc__gamma': 10}",0.95,0.972972972972973,0.9652509652509652,0.9536679536679536,0.9613899613899614,0.9613899613899614,0.9691119691119691,0.972972972972973,0.9768339768339769,0.972972972972973,0.9656563706563708,0.008502299586250168,7
17,1.1746083974838257,0.06033018257436552,0.05781457424163818,0.005364207156010284,4,100,"{'svc__C': 4, 'svc__gamma': 100}",0.7153846153846154,0.7876447876447876,0.7374517374517374,0.7644787644787645,0.7258687258687259,0.7760617760617761,0.7915057915057915,0.7297297297297297,0.7644787644787645,0.7297297297297297,0.7522334422334421,0.026359501866137048,11
18,1.1190384864807128,0.07138106369518231,0.05298128128051758,0.004240614195631017,4,1000,"{'svc__C': 4, 'svc__gamma': 1000}",0.25769230769230766,0.2471042471042471,0.2277992277992278,0.277992277992278,0.22007722007722008,0.2277992277992278,0.2471042471042471,0.22393822393822393,0.24324324324324326,0.23166023166023167,0.24044104544104544,0.01699444685461648,21
19,1.1288092374801635,0.0793282708300314,0.055400538444519046,0.008550697939880218,4,10000,"{'svc__C': 4, 'svc__gamma': 10000}",0.19615384615384615,0.19305019305019305,0.1969111969111969,0.18532818532818532,0.1969111969111969,0.1891891891891892,0.1776061776061776,0.18532818532818532,0.2084942084942085,0.19305019305019305,0.1922022572022572,0.008021588343945342,31
