mean,std,50%,chb,channel
0.8272321428571429,0.028423459651126314,0.8303571428571429,04,0
0.8352678571428573,0.027705843949185655,0.8303571428571429,04,1
0.946875,0.01842950214762291,0.9464285714285714,04,2
0.9459821428571431,0.016251858936884855,0.9508928571428572,04,3
0.8647321428571428,0.027977106981201507,0.8660714285714286,04,4
0.9071428571428571,0.022326127324995282,0.9107142857142857,04,5
0.8790178571428573,0.029609178939031873,0.8794642857142857,04,6
0.9406250000000002,0.02393596984716032,0.9508928571428572,04,7
0.8151785714285713,0.0472544390358505,0.8125,04,8
0.8598214285714286,0.04278071192216338,0.8616071428571428,04,9
0.9486607142857142,0.019833109746398177,0.9553571428571429,04,10
0.9553571428571427,0.015866487797118547,0.9553571428571429,04,11
0.8125,0.041978780891216726,0.8258928571428572,04,12
0.8763392857142855,0.0338164699305041,0.8839285714285714,04,13
0.8959821428571427,0.03293650007297266,0.8928571428571429,04,14
0.9267857142857142,0.01799756816130253,0.9285714285714286,04,15
0.8901785714285714,0.02319258673551585,0.8928571428571429,04,16
0.8901785714285715,0.023905274260852444,0.8883928571428572,04,17
