,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.4048283815383911,0.049077220798377404,0.04620380401611328,0.01492415607344962,1,auto,"{'svc__C': 1, 'svc__gamma': 'auto'}",0.7923076923076923,0.7837837837837838,0.803088803088803,0.8301158301158301,0.803088803088803,0.7837837837837838,0.749034749034749,0.803088803088803,0.7760617760617761,0.7683397683397684,0.7892693792693792,0.021312183602127343,25
1,0.63968825340271,0.09394375259481715,0.048291587829589845,0.014322419331239337,1,0.001,"{'svc__C': 1, 'svc__gamma': 0.001}",0.45,0.4671814671814672,0.47104247104247104,0.4942084942084942,0.44787644787644787,0.4517374517374517,0.4671814671814672,0.46332046332046334,0.44015444015444016,0.44787644787644787,0.46005791505791505,0.01504118712461284,32
2,0.5063483953475952,0.0795069045776773,0.04366116523742676,0.008485912613213234,1,0.01,"{'svc__C': 1, 'svc__gamma': 0.01}",0.48846153846153845,0.5019305019305019,0.5173745173745173,0.5366795366795367,0.4980694980694981,0.4942084942084942,0.46332046332046334,0.4555984555984556,0.5057915057915058,0.4864864864864865,0.4947920997920998,0.022545982949882915,31
3,0.28862199783325193,0.06932970087139963,0.03472080230712891,0.006971009450667336,1,0.1,"{'svc__C': 1, 'svc__gamma': 0.1}",0.7461538461538462,0.7606177606177607,0.7644787644787645,0.806949806949807,0.7644787644787645,0.7374517374517374,0.7258687258687259,0.7799227799227799,0.7567567567567568,0.752895752895753,0.7595574695574696,0.021367771149554456,26
4,0.24208014011383056,0.040375019721704555,0.031870698928833006,0.006908768322742631,1,0.25,"{'svc__C': 1, 'svc__gamma': 0.25}",0.8615384615384616,0.8571428571428571,0.8532818532818532,0.8957528957528957,0.8494208494208494,0.8416988416988417,0.8648648648648649,0.861003861003861,0.8494208494208494,0.8532818532818532,0.8587407187407188,0.01395224956007959,23
5,0.20988819599151612,0.04759498240131637,0.02691988945007324,0.004593782997604889,1,0.5,"{'svc__C': 1, 'svc__gamma': 0.5}",0.9192307692307692,0.9111969111969112,0.9266409266409267,0.915057915057915,0.9227799227799228,0.9227799227799228,0.918918918918919,0.918918918918919,0.918918918918919,0.9073359073359073,0.9181779031779032,0.005410667459994263,20
6,0.2766591787338257,0.06129041308834892,0.028922677040100098,0.012704785633658996,1,1,"{'svc__C': 1, 'svc__gamma': 1}",0.9461538461538461,0.9652509652509652,0.9652509652509652,0.9498069498069498,0.9575289575289575,0.9575289575289575,0.9652509652509652,0.972972972972973,0.972972972972973,0.9498069498069498,0.9602524502524503,0.009112635595757809,17
7,0.24801452159881593,0.037466222642305265,0.024443292617797853,0.0072718151733468794,1,1.5,"{'svc__C': 1, 'svc__gamma': 1.5}",0.9461538461538461,0.9691119691119691,0.9691119691119691,0.9575289575289575,0.9575289575289575,0.9652509652509652,0.9768339768339769,0.972972972972973,0.9768339768339769,0.9575289575289575,0.9648856548856548,0.009486991464675435,15
8,0.18692989349365235,0.02318221448977226,0.022905373573303224,0.0050126941378922625,10,auto,"{'svc__C': 10, 'svc__gamma': 'auto'}",0.9230769230769231,0.9266409266409267,0.9382239382239382,0.918918918918919,0.9343629343629344,0.9227799227799228,0.9343629343629344,0.9227799227799228,0.918918918918919,0.915057915057915,0.9255123255123255,0.007325498929480194,19
9,0.44509449005126955,0.07593432775037616,0.0406224250793457,0.011524288242422933,10,0.001,"{'svc__C': 10, 'svc__gamma': 0.001}",0.5038461538461538,0.5019305019305019,0.5135135135135135,0.5328185328185329,0.5135135135135135,0.5019305019305019,0.49034749034749037,0.4555984555984556,0.4749034749034749,0.47876447876447875,0.49671666171666173,0.021218342737374947,30
