mean,std,50%,chb,channel
0.6284482758620691,0.045263481719763125,0.6206896551724138,21,0
0.6413793103448275,0.055263083392140123,0.6551724137931034,21,1
0.7767241379310345,0.05579138949132788,0.7586206896551724,21,2
0.7741379310344828,0.061760678231018606,0.7672413793103448,21,3
0.6189655172413792,0.0544933252635494,0.6120689655172413,21,4
0.7715517241379309,0.04470701361251185,0.7758620689655172,21,5
0.8982758620689655,0.04182308915727637,0.9051724137931034,21,6
0.8448275862068966,0.03356305264774397,0.8448275862068966,21,7
0.6646551724137931,0.04594959103683997,0.6724137931034483,21,8
0.6051724137931035,0.04873389146407886,0.603448275862069,21,9
0.8741379310344829,0.036295371979918445,0.8793103448275862,21,10
0.756896551724138,0.05244506660857335,0.7586206896551724,21,11
0.5793103448275861,0.05770069148510866,0.5689655172413793,21,12
0.5051724137931034,0.04076218580960753,0.5,21,13
0.7517241379310345,0.05169388104752635,0.7586206896551724,21,14
0.7258620689655172,0.04575338841521804,0.7241379310344828,21,15
0.6362068965517241,0.056467335557650385,0.6206896551724138,21,16
0.9181034482758621,0.041058572440621416,0.9224137931034483,21,17
