mean,std,50%,chb,channel
0.8633720930232558,0.03220542465026022,0.8662790697674418,20,0
0.8697674418604651,0.03078767267993329,0.877906976744186,20,1
0.8848837209302325,0.02383011806037115,0.8837209302325582,20,2
0.8540697674418606,0.022469890093908186,0.8488372093023255,20,3
0.836046511627907,0.03154120884130231,0.8372093023255814,20,4
0.9040697674418606,0.027432471476408697,0.8953488372093024,20,5
0.9174418604651166,0.02944071766534949,0.9186046511627907,20,6
0.844186046511628,0.036654368634995924,0.8372093023255814,20,7
0.7575581395348838,0.04015196291359623,0.7674418604651163,20,8
0.9337209302325581,0.015600474261626468,0.9302325581395349,20,9
0.8843023255813953,0.03705502748495988,0.877906976744186,20,10
0.8703488372093023,0.04085474149881174,0.8837209302325582,20,11
0.850581395348837,0.03207257255562143,0.8488372093023255,20,12
0.9069767441860466,0.026941689967019757,0.9186046511627907,20,13
0.9034883720930234,0.03043899017094259,0.9069767441860465,20,14
0.9162790697674421,0.024910531319246407,0.9186046511627907,20,15
0.7587209302325582,0.036939620942060915,0.75,20,16
0.8656976744186047,0.025718725627684205,0.8604651162790697,20,17
