mean,std,50%,chb,channel
0.9038167938931296,0.02136256363803275,0.9045801526717556,10,0
0.9664122137404579,0.01612686052782912,0.9694656488549618,10,1
0.9793893129770991,0.009937561736835954,0.9847328244274809,10,2
0.9404580152671755,0.019595397074735465,0.9465648854961832,10,3
0.8015267175572518,0.033595090334056846,0.8091603053435115,10,4
0.8580152671755726,0.02838994716677339,0.8587786259541985,10,5
0.8961832061068702,0.017928028965264096,0.9007633587786259,10,6
0.9076335877862596,0.025606826228541286,0.9083969465648855,10,7
0.7641221374045801,0.03022137714100652,0.7748091603053435,10,8
0.7942748091603054,0.024072730398114493,0.7938931297709924,10,9
0.8839694656488548,0.023312226962783254,0.8778625954198473,10,10
0.8881679389312976,0.028911791085621814,0.8854961832061069,10,11
0.7790076335877864,0.03816593003953962,0.7862595419847328,10,12
0.8755725190839694,0.02230372125661652,0.8702290076335878,10,13
0.9118320610687022,0.025435581379735166,0.9122137404580153,10,14
0.9003816793893129,0.033363784258524654,0.9045801526717556,10,15
0.7435114503816794,0.02996659787622094,0.7442748091603053,10,16
0.8145038167938932,0.036069260296563065,0.8091603053435115,10,17
