mean,std,50%,chb,channel
0.6817073170731707,0.05893903162813804,0.6829268292682927,06,0
0.8463414634146342,0.044130061750522025,0.8536585365853658,06,1
0.7182926829268292,0.06102693603602394,0.7317073170731707,06,2
0.6402439024390244,0.0446765303088443,0.6341463414634146,06,3
0.6939024390243902,0.05622021530027951,0.7073170731707317,06,4
0.7182926829268291,0.05893903162813803,0.7073170731707317,06,5
0.7158536585365854,0.0614360026082542,0.7073170731707317,06,6
0.6048780487804878,0.06260968333634986,0.6097560975609756,06,7
0.8573170731707318,0.0476604404132779,0.8536585365853658,06,8
0.7536585365853659,0.05476739664591105,0.7439024390243902,06,9
0.7585365853658537,0.0711751844746435,0.7560975609756098,06,10
0.6597560975609756,0.04844234534157388,0.6585365853658537,06,11
0.7865853658536587,0.048700190651172336,0.8048780487804879,06,12
0.751219512195122,0.051038864759082626,0.7560975609756098,06,13
0.6487804878048781,0.08124088505905522,0.6463414634146342,06,14
0.6939024390243903,0.05840539428076898,0.6829268292682927,06,15
0.6292682926829268,0.06788803648180092,0.6341463414634146,06,16
0.7353658536585367,0.06956228630070461,0.7195121951219512,06,17
