mean,std,50%,chb,channel
0.7840425531914893,0.05403585148595869,0.7872340425531915,14,0
0.5829787234042554,0.0540909395331796,0.5957446808510638,14,1
0.7989361702127658,0.0405314813648622,0.8085106382978723,14,2
0.8351063829787234,0.04304032483981549,0.8297872340425532,14,3
0.5893617021276596,0.057796208404529585,0.5851063829787234,14,4
0.8170212765957446,0.05091430141413776,0.8085106382978723,14,5
0.85,0.04111511804417243,0.8404255319148937,14,6
0.8468085106382979,0.05675624926428512,0.8297872340425532,14,7
0.573404255319149,0.06529669394550906,0.5957446808510638,14,8
0.8723404255319149,0.052571980265646155,0.8829787234042553,14,9
0.8585106382978722,0.05745510288095449,0.8723404255319149,14,10
0.8648936170212768,0.04041374260816439,0.8723404255319149,14,11
0.6936170212765957,0.05275295147301154,0.7021276595744681,14,12
0.676595744680851,0.05147279309185527,0.6595744680851063,14,13
0.852127659574468,0.05753798082216892,0.8723404255319149,14,14
0.8361702127659575,0.051703717504208276,0.8404255319148937,14,15
0.85,0.04705979582937962,0.851063829787234,14,16
0.8691489361702128,0.044349004979721725,0.8723404255319149,14,17
